customerID,Churn
8982-NHAVY,No
4307-KWMXE,No
0141-YEAYS,No
2450-ZKEED,No
3694-DELSO,No
3893-JRNFS,No
9603-OAIHC,No
1133-KXCGE,No
5236-PERKL,Yes
0142-GVYSN,No
1049-FYSYG,No
7854-FOKSF,Yes
2519-FAKOD,Yes
8406-LNMHF,No
1821-BUCWY,No
8263-JQAIK,Yes
0023-UYUPN,No
8314-DPQHL,No
1465-WCZVT,No
9481-SFCQY,No
6360-SVNWV,No
0567-GGCAC,No
7089-IVVAZ,Yes
8884-MRNSU,No
2171-UDMFD,No
9050-IKDZA,No
2205-YMZZJ,Yes
9802-CAQUT,No
1254-IZEYF,Yes
0187-WZNAB,No
9492-TOKRI,Yes
1475-VWVDO,No
9221-OTIVJ,Yes
1357-MVDOZ,No
7602-MVRMB,No
3325-FUYCG,Yes
5908-QMGOE,Yes
1197-BVMVG,No
5406-KGRMX,No
8481-YYXWG,Yes
5968-HYJRZ,No
5198-EFNBM,No
7516-GMHUV,No
7140-ADSMJ,No
2230-XTUWL,No
7706-YLMQA,No
2585-KTFRE,No
7994-UYIVZ,No
2609-IAICY,Yes
1740-CSDJP,Yes
7717-BICXI,No
6559-RAKOZ,No
2636-OHFMN,Yes
4716-MRVEN,No
2143-LJULT,No
1323-OOEPC,Yes
3200-MNQTF,No
6164-HXUGH,No
5630-IXDXV,No
0320-DWVTU,No
9135-MGVPY,No
1212-GLHMD,No
7878-JGDKK,No
1088-AUUZZ,No
0397-GZBBC,Yes
6614-YWYSC,No
9588-OZDMQ,No
7641-EUYET,Yes
6476-EPYZR,No
9921-ZVRHG,Yes
1174-FGIFN,No
6620-HVDUJ,No
4701-MLJPN,Yes
1032-MAELW,No
7641-TQFHN,No
1552-TKMXS,No
9206-GVPEQ,Yes
8622-ZLFKO,No
1596-BBVTG,Yes
6188-UXBBR,No
2333-KWEWW,No
5702-SKUOB,No
1134-YWTYF,No
6061-GWWAV,No
0679-TDGAK,No
6585-WCEWR,No
9067-YGSCA,No
9067-SQTNS,No
8433-WXGNA,Yes
1776-SPBWV,No
8735-SDUFN,No
9668-PUGNU,No
9405-GPBBG,No
1926-QUZNN,No
3707-GNWHM,Yes
7016-NVRIC,No
5829-NVSQN,No
9565-AXSMR,No
8922-LIEGH,Yes
8869-LIHMK,No
8245-UMPYT,Yes
5186-SAMNZ,Yes
0447-RXSGD,No
4927-WWOOZ,No
5788-YPOEG,No
5373-SFODM,Yes
0661-KBKPA,No
9081-WWXKP,No
0784-ZQJZX,No
3133-PZNSR,No
5766-ZJYBB,Yes
8931-GJJIQ,Yes
4277-PVRAN,Yes
0022-TCJCI,Yes
0722-SVSFK,No
3612-YVGSJ,No
9825-YCXWZ,No
5397-NSKQG,No
8565-HBFNN,No
2000-DHJUY,No
0203-HHYIJ,Yes
8670-ERCJH,No
7758-UJWYS,No
2050-ONYDQ,No
7055-JCGNI,No
0739-UUAJR,No
4826-DXMUP,No
0952-KMEEH,Yes
7285-KLOTR,No
0654-PQKDW,No
7175-NTIXE,No
7963-SHNDT,No
9796-BPKIW,No
0188-GWFLE,No
8129-GMVGI,No
2882-DDZPG,No
3547-LQRIK,No
9137-NOQKA,No
5843-TTHGI,No
1849-RJYIG,No
8868-GAGIO,No
4061-UKJWL,No
5380-XPJNZ,No
8263-QMNTJ,No
8178-EYZUO,Yes
3230-JCNZS,No
0277-ORXQS,No
5130-IEKQT,Yes
3230-WYKIR,Yes
7996-BPXHY,No
3227-WLKLI,No
0407-BDJKB,Yes
2266-FUBDZ,No
8237-ULIXL,No
9600-UDOPK,Yes
8216-AZUUZ,No
9153-BTBVV,No
4074-SJFFA,Yes
3269-ATYWD,Yes
5186-PEIZU,No
1074-AMIOH,No
4910-GMJOT,Yes
0354-WYROK,Yes
4361-FEBGN,No
7748-UMTRK,No
0380-ZCSBI,No
7145-FEJWU,No
6463-MVYRY,No
3969-JQABI,No
9624-EGDEQ,No
1051-EQPZR,No
5849-ASHZJ,No
5780-INQIK,No
7576-OYWBN,Yes
4526-ZJJTM,No
8384-FZBJK,No
3750-RNQKR,No
0962-CQPWQ,No
3096-YXENJ,No
1265-BCFEO,No
5837-LXSDN,No
5945-AZYHT,No
8325-QRPZR,No
6384-VMJHP,No
2262-SLNVK,No
7730-CLDSV,No
1135-HIORI,No
0164-APGRB,No
6481-ESCNL,No
1790-NESIO,No
1550-EENBN,No
5539-TMZLF,Yes
4323-SADQS,Yes
4446-BZKHU,Yes
5202-IVJNU,Yes
5976-JCJRH,Yes
8198-RKSZG,No
0137-OCGAB,Yes
3351-NQLDI,Yes
9297-EONCV,No
7593-JNWRU,Yes
4588-YBNIB,Yes
1069-QJOEE,No
3336-JORSO,Yes
7799-DSEWS,No
8766-PAFNE,No
5315-CKEQK,No
3130-ICDUP,No
0820-FNRNX,No
0880-FVFWF,No
4611-ANLQC,No
4213-HKBJO,No
2792-LSHWX,No
5028-GZLDO,Yes
0014-BMAQU,No
6861-XWTWQ,Yes
9018-PCIOK,No
4837-QUSFT,No
6877-TJMBR,Yes
9953-ZMKSM,No
0907-HQNTS,No
7665-NKLAV,No
6769-DCQLI,Yes
2433-KMEAS,Yes
4391-LNRXK,No
8250-ZNGGW,No
2195-ZRVAX,Yes
3550-SAHFP,Yes
2011-TRQYE,Yes
8562-GHPPI,No
5893-PYOLZ,No
4986-MXSFP,No
6131-FOYAS,No
3027-YNWZU,No
5609-IMCGG,No
4873-ILOLJ,Yes
4727-MCYZG,No
9481-WHGWY,No
2725-KXXWT,Yes
9565-DJPIB,Yes
4328-VUFWD,No
3301-LSLWQ,No
7473-ZBDSN,No
3166-PNEOF,No
5639-NTUPK,No
8780-YRMTT,No
8348-HFYIV,Yes
5140-FOMCQ,No
6242-SGYTS,No
8166-ORCHU,No
8414-OOEEL,No
8454-AATJP,No
6849-WLEYG,Yes
4659-NZRUF,Yes
4531-AUZNK,No
4191-XOVOM,No
2150-OEGBV,No
8429-XIBUM,Yes
1855-CFULU,No
4878-BUNFV,No
1872-EBWSC,No
2608-BHKFN,Yes
7026-YMSBE,No
7341-LXCAF,Yes
6997-UVGOX,No
9674-EHPPG,No
9462-MJUAW,Yes
8128-YVJRG,Yes
5440-VHLUL,No
5781-BKHOP,No
4283-FUTGF,Yes
5213-TWWJU,No
1569-TTNYJ,Yes
8628-MFKAX,No
2397-BRLOM,Yes
7629-WIXZF,No
5445-GLVOT,No
3976-HXHCE,No
2466-NEJOJ,No
0254-KCJGT,No
5472-CVMDX,No
6461-SZMCV,No
8150-QUDFX,No
9508-ILZDG,No
2346-DJQTB,No
1697-LYYYX,No
1942-OQFRW,No
4749-VFKVB,Yes
9640-ZSLDC,No
4231-LZUYM,No
7598-UAASY,Yes
7938-OUHIO,Yes
8510-AWCXC,Yes
6128-AQBMT,No
3594-BDSOA,No
0431-APWVY,Yes
5133-VRSAB,No
5996-DAOQL,No
6838-YAUVY,No
0484-JPBRU,No
7883-ROJOC,No
0244-LGNFY,No
7274-CGTOD,No
4295-YURET,No
3426-NIYYL,Yes
8225-BTJAU,Yes
4635-EJYPD,No
1866-ZSLJM,No
4636-TVXVG,No
4236-UJPWO,No
9392-XBGTD,No
3387-VATUS,Yes
6402-SSEJG,No
1143-NMNQJ,Yes
1169-SAOCL,No
1110-KYLGQ,No
9929-PLVPA,No
3518-PZXZQ,No
2371-JUNGC,No
7693-QPEFS,No
0924-BJCRC,No
5074-FBGHB,No
2351-BKRZW,No
4455-BFSPD,No
0415-MOSGF,Yes
1724-BQUHA,Yes
3948-KXDUF,No
2323-ARSVR,No
0815-MFZGM,No
4826-XTSOH,Yes
5480-XTFFL,No
8295-FHIVV,No
2495-INZWQ,Yes
9086-YJYXS,No
1179-INLAT,No
7909-FIOIY,No
4139-SUGLD,Yes
6857-VWJDT,Yes
6351-SCJKT,No
5468-BPMMO,No
5624-BQSSA,Yes
0197-PNKNK,No
2439-QKJUL,No
1194-SPVSP,No
9534-NSXEM,No
2408-WITXK,Yes
8929-KSWIH,No
2250-IVBWA,No
1810-MVMAI,No
9506-UXUSK,No
1229-RCALF,No
3572-UOLYZ,No
1429-UYJSV,No
5577-OTWWW,Yes
6100-QQHEB,Yes
6366-XIVKZ,No
3470-OBUET,No
2770-NSVDG,No
9375-MHRRS,No
2634-HCZGT,Yes
7503-QQRVF,Yes
4860-YZGZM,No
6599-GZWCM,No
2691-NZETQ,Yes
4404-HIBDJ,Yes
5533-NHFRF,No
7037-MTYVW,No
4760-THGOT,No
7295-JOMMD,Yes
4016-BJKTZ,No
6584-VQMYT,No
9838-BFCQT,No
2790-XUYMV,No
0581-MDMPW,No
5013-SBUIH,Yes
1023-BQXZE,No
9163-GHAYE,No
3904-UKFRE,No
5353-WILCI,No
0709-TVGUR,Yes
0058-EVZWM,No
6023-YEBUP,Yes
7209-JCUDS,Yes
7009-PCARS,No
0519-DRGTI,No
1017-FBQMM,No
3001-CBHLQ,Yes
1985-MBRYP,No
6158-DWPZT,Yes
9372-TXXPS,No
3259-QMXUN,No
1015-JPFYW,No
6645-MXQJT,No
4360-QRAVE,No
8433-WPJTV,No
5804-JMYIO,No
3763-GCZHZ,Yes
6484-LATFU,No
7599-NTMDP,No
0772-GYEQQ,Yes
0536-ACXIP,No
0936-NQLJU,No
4831-EOBFE,Yes
1575-KRZZE,No
3251-YMVWZ,No
4102-OQUPX,Yes
9170-GYZJC,Yes
4884-LEVMQ,No
8857-CUPFQ,No
7610-TVOPG,No
3638-DIMPH,No
1845-ZLLIG,No
8559-WNQZS,No
3999-QGRJH,Yes
1699-UOTXU,No
2454-RPBRZ,Yes
0635-WKOLD,No
5993-JSUWV,No
4518-FZBSX,No
5387-ASZNZ,No
6988-CJEYV,No
2002-MZHWP,Yes
3097-FQTVJ,No
5465-BUBFA,No
7299-GNVPL,No
9743-DQKQW,No
1215-VFYVK,No
9371-BITHB,No
2265-CYWIV,Yes
9093-FPDLG,No
0541-FITGH,No
6985-HAYWX,No
7508-KBIMB,No
6838-HVLXG,No
2277-DJJDL,No
1897-OKVMW,No
5485-ITNPC,No
0233-FTHAV,No
4644-PIZRT,No
8922-NPKBJ,No
2740-TVLFN,No
7771-CFQRQ,No
9512-PHSMG,No
6963-EZQEE,No
2452-KDRRH,No
2004-OCQXK,Yes
5027-QPKTE,Yes
4146-SVFUD,No
1564-HJUVY,No
3617-XLSGQ,No
7517-LDMPS,No
7244-KXYZN,No
5226-NOZFC,No
2672-HUYVI,Yes
1400-WIVLL,No
7508-MYBOG,Yes
8148-NLEGT,No
0148-DCDOS,Yes
8347-GDTMP,No
9992-RRAMN,Yes
6746-WAUWT,No
0310-MVLET,Yes
0428-IKYCP,No
4550-VBOFE,Yes
2187-PKZAY,No
4003-OCTMP,No
6652-YFFJO,No
7225-IILWY,No
5248-RPYWW,No
7923-IYJWY,No
3170-GWYKC,No
5696-QURRL,Yes
7409-KIUTL,Yes
9830-ECLEN,No
1732-VHUBQ,Yes
0495-RVCBF,Yes
2668-TZSPS,No
7854-EDSSA,Yes
8869-TORSS,Yes
7446-SFAOA,No
9522-ZSINC,No
8234-GSZYK,No
6505-OZNPG,No
6164-HAQTX,No
0679-IDSTG,Yes
7765-LWVVH,No
1658-TJVOA,No
0953-LGOVU,No
2115-BFTIW,Yes
4692-NNQRU,No
7742-MYPGI,No
0611-DFXKO,Yes
7780-OTDSO,Yes
9619-GSATL,No
5622-UEJFI,No
9747-DDZOS,Yes
0674-DGMAQ,No
6203-HBZPA,No
0484-FFVBJ,No
0301-FIDRB,No
4139-JPIAM,No
2181-TIDSV,No
2761-XECQW,No
1936-CZAKF,No
9453-PATOS,No
0564-JJHGS,Yes
3348-CFRNX,Yes
4402-FTBXC,No
1428-GTBJJ,Yes
2931-XIQBR,No
0106-UGRDO,No
5542-TBBWB,No
1930-QPBVZ,No
2606-PKWJB,No
5322-ZSMZY,No
8059-UDZFY,No
7740-BTPUX,No
5220-AGAAX,No
0208-BPQEJ,No
9435-JMLSX,No
3352-ALMCK,No
5312-IRCFR,No
5294-IMHHT,No
8802-UNOJF,Yes
6313-GIDIT,Yes
6176-YJWAS,No
5310-NOOVA,No
4526-EXKKN,No
5311-IHLEI,No
3987-KQDDU,No
3404-JNXAX,No
5131-PONJI,No
2845-AFFTX,Yes
3489-VSFRD,No
3345-JHUEO,No
5815-HGGHV,No
5260-UMPWX,No
2249-YPRNG,Yes
7410-YTJIK,Yes
4626-GYCZP,Yes
5649-RXQTV,No
2674-MIAHT,No
2576-HXMPA,No
7587-AOVVU,No
5590-BYNII,Yes
6898-MDLZW,No
3237-AJGEH,Yes
4707-YNOQA,No
9357-UJRUN,No
1591-NFNLQ,Yes
8648-PFRMP,No
7663-CUXZB,No
0258-NOKBL,No
1163-VIPRI,No
2815-CPTUL,Yes
9348-ROUAI,No
9443-JUBUO,No
0596-BQCEQ,Yes
1481-ZUWZA,Yes
3043-TYBNO,No
4830-FAXFM,No
5906-BFOZT,No
2960-NKRSO,No
8996-ZROXE,No
5598-IKHQQ,No
0397-ZXWQF,No
5266-PFRQK,No
4674-HGNUA,No
6765-MBQNU,No
9786-IJYDL,No
1303-SRDOK,No
3769-MHZNV,No
6295-OSINB,No
3308-MHOOC,No
2309-OSFEU,Yes
2207-QPJED,No
4177-JPDFU,No
2239-CFOUJ,No
8046-DNVTL,No
2209-XADXF,No
6620-JDYNW,No
1891-FZYSA,Yes
4770-UEZOX,No
1038-RQOST,No
7613-LLQFO,Yes
4568-TTZRT,No
9513-DXHDA,No
2640-PMGFL,Yes
3801-HMYNL,Yes
0516-QREYC,No
9685-WKZGT,Yes
6022-UGGSO,Yes
8084-OIVBS,No
8896-BQTTI,No
3865-QBWSJ,No
3352-RICWQ,No
2160-GPFXD,No
2065-MMKGR,No
5857-TYBCJ,No
1498-NHTLT,No
4484-CGXFK,Yes
1402-PTHGN,No
4176-RELJR,No
6214-EDAKZ,Yes
5199-FPUSP,No
6377-KSLXC,No
1796-JANOW,No
0238-WHBIQ,No
8735-NBLWT,No
6651-RLGGM,No
6127-ISGTU,Yes
1614-JBEBI,No
8740-XLHDR,Yes
1208-DNHLN,Yes
1761-AEZZR,Yes
3923-CSIHK,Yes
5696-EXCYS,No
5795-KTGUD,No
7120-RFMVS,Yes
7924-GJZFI,No
4702-HDRKD,No
8512-WIWYV,No
5897-ZYEKH,No
5456-ITGIC,No
7317-GGVPB,Yes
1406-PUQVY,No
1322-AGOQM,Yes
3677-IYRBF,Yes
5692-FPTAH,Yes
9114-AAFQH,No
8715-KKTFG,No
1550-LOAHA,Yes
1728-BQDMA,No
0268-QKIWO,Yes
0876-WDUUZ,Yes
5117-ZSMHQ,No
5151-HQRDG,No
0960-HUWBM,No
6465-GSRCL,No
0617-FHSGK,Yes
0263-FJTQO,No
7319-ZNRTR,No
2858-MOFSQ,Yes
7503-EPSZW,No
7089-XXAYG,No
8118-LSUEL,Yes
8070-AAWZP,No
1666-JXLKU,No
7855-DIWPO,No
5133-POWUA,No
5652-MSDEY,No
7005-CCBKV,Yes
1810-BOHSY,No
1784-BXEFA,No
7351-MHQVU,No
9224-VTYID,No
9500-IWPXQ,No
5762-TJXGK,No
4504-YOULA,No
5569-IDSEY,No
4250-FDVOU,Yes
7284-ZZLOH,No
5277-ZLOOR,Yes
2141-RRYGO,Yes
1777-JYQPJ,No
6376-GAHQE,Yes
3401-URHDA,No
1599-EAHXY,No
8631-XVRZL,No
5052-PNLOS,Yes
3853-LYGAM,No
6979-ZNSFF,Yes
5751-USDBL,No
5680-LQOGP,No
2386-LAHRK,Yes
8189-DUKMV,No
6032-IGALN,Yes
9931-DCEZH,No
1898-JSNDC,No
0315-LVCRK,No
3911-RSNHI,No
2410-CIYFZ,No
4248-HCETZ,Yes
5505-OVWQW,No
7271-AJDTL,No
1867-TJHTS,No
0516-WJVXC,Yes
9174-FKWZE,Yes
6860-YRJZP,No
4429-WYGFR,No
2817-LVCPP,No
5038-ETMLM,No
5056-FIMPT,No
4521-WFJAI,No
6569-KTMDU,No
8809-RIHDD,Yes
8809-XKHMD,No
0396-YCHWO,No
0867-LDTTC,No
4822-NGOCH,Yes
9391-DXGGG,No
9844-FELAJ,No
2122-SZZZD,No
5307-DZCVC,Yes
3148-AOIQT,No
8679-JOEVF,Yes
8395-ETZKQ,No
6692-YQHXC,No
3889-VWBID,No
5222-JCXZT,No
9754-CLVZW,No
1432-FPAXX,Yes
2739-CCZMB,No
7080-TNUWP,No
0496-AHOOK,No
8336-TAVKX,No
2468-SJFLM,No
3181-VTHOE,No
7168-HDQHG,No
4803-AXVYP,Yes
3884-HCSWG,Yes
4567-AKPIA,No
5077-DXTCG,Yes
1142-WACZW,Yes
7901-HXJVA,No
5649-ANRML,Yes
4892-VLANZ,Yes
5924-IFQTT,No
7968-QUXNS,No
2919-HBCJO,Yes
4236-XPXAV,Yes
8903-WMRNW,No
2452-SNHFZ,No
3629-WEAAM,No
6029-CSMJE,No
7993-NQLJE,No
9909-DFRJA,No
9099-FTUHS,No
0581-BXBUB,No
4962-CHQPW,No
9467-ROOLM,No
3030-YZADT,Yes
7410-KTVFV,Yes
5150-ITWWB,No
2253-KPMNB,No
1345-ZUKID,No
6429-SHBCB,No
9281-OFDMF,No
2603-HVKCG,No
1834-WULEG,No
9097-ZUBYC,No
5148-ORICT,No
4893-GYUJU,No
4578-PHJYZ,No
7272-QDCKA,No
8908-SLFCJ,No
8393-DLHGA,Yes
9766-HGEDE,No
6968-MHOMU,No
7395-IGJOS,Yes
5044-XDPYX,No
1814-WFGVS,No
2834-SPCJV,Yes
3721-WKIIL,No
6734-CKRSM,No
1265-ZFOSD,No
6568-POCUI,No
7890-VYYWG,Yes
5197-LQXXH,No
9907-SWKKF,Yes
3457-PQBYH,No
7682-AZNDK,No
0587-DMGBH,Yes
5384-ZTTWP,No
3745-HRPHI,No
7636-OWBPG,No
1231-YNDEK,No
1407-DIGZV,No
6397-JNZZG,Yes
0570-BFQHT,No
4393-OBCRR,No
3523-QRQLL,Yes
8564-LDKFL,No
3696-DFHHB,No
0895-DQHEW,Yes
4717-GHADL,No
5501-TVMGM,No
5879-HMFFH,No
6772-WFQRD,No
3810-DVDQQ,No
6972-SNKKW,No
3694-GLTJM,No
8550-XSXUQ,No
8149-RSOUN,Yes
9055-MOJJJ,No
4359-INNWN,No
0585-EGDDA,No
4032-RMHCI,No
0549-CYCQN,No
3481-JHUZH,No
7250-EQKIY,Yes
3594-IVHJZ,No
6869-FGJJC,No
3896-ZVNET,No
8205-VSLRB,No
5960-MVTUK,No
6817-WTYHE,No
3082-VQXNH,No
4013-UBXWQ,Yes
4931-TRZWN,No
0750-EKNGL,No
7669-LCRSD,No
3567-PQTSO,No
5519-NPHVG,Yes
8043-PNYSD,No
9938-EKRGF,No
2703-AMTUL,No
0928-JMXNP,No
8173-RXAYP,No
4825-XJGDM,No
5402-HTOTQ,No
6734-JDTTV,No
7850-THJMU,No
3890-RTCMS,No
8849-GYOKR,Yes
3148-BLQJT,Yes
3717-FDJFU,No
3665-JATSN,No
7966-YOTQW,No
0461-CVKMU,Yes
8806-EAGWC,Yes
8853-TZDGH,No
7779-LGOVN,Yes
4324-BZCKL,No
6924-TDGMT,No
9710-ZUSHQ,Yes
1536-YHDOE,No
8123-QBNAZ,No
3629-ZNKXA,No
4827-LTQRJ,No
7711-YIJWC,No
5482-VXSXJ,No
7365-BVCJH,No
9620-ENEJV,No
4183-WCSEP,Yes
2378-YIZKA,No
5498-TXHLF,Yes
0689-DSXGL,No
6818-DJXAA,No
9722-UJOJR,Yes
0464-WJTKO,No
8902-ZEOVF,No
6778-EICRF,No
2662-NNTDK,No
4132-KALRO,No
3902-FOIGH,Yes
6772-KSATR,Yes
7112-OPOTK,Yes
2874-YXVVA,No
1245-HARPS,No
4210-QFJMF,Yes
4323-ELYYB,No
4293-ETKAP,No
6064-PUPMC,No
6504-VBLFL,No
6322-PJJDJ,No
0330-BGYZE,No
1085-LDWAM,No
7586-ZATGZ,No
7197-VOJMM,No
3318-OSATS,Yes
5828-AVIPD,Yes
1843-TLSGD,No
9626-VFRGG,No
7075-BNDVQ,No
9143-CANJF,No
7284-BUYEC,No
2041-JIJCI,No
1086-LXKFY,Yes
4900-MSOMT,No
2229-VWQJH,No
9194-GFVOI,No
1336-EZFZY,No
4282-MSACW,No
1403-LKLIK,No
2636-ALXXZ,Yes
7774-OJSXI,Yes
7786-WBJYI,Yes
0136-IFMYD,No
5144-TVGLP,No
9643-AVVWI,No
0253-ZTEOB,No
2706-QZIHY,No
6061-PQHMK,No
9885-CSMWE,Yes
6137-MFAJN,No
9122-UMROB,No
4232-JGKIY,No
2402-TAIRZ,No
9659-ZTWSM,No
9139-TWBAS,No
6685-GBWJZ,No
5016-ETTFF,Yes
3866-MDTUB,Yes
2195-VVRJF,No
3913-RDSJZ,No
8058-JMEQO,Yes
4203-QGNZA,No
5043-TRZWM,No
0697-ZMSWS,Yes
7657-DYEPJ,Yes
9494-BDNNC,No
1640-PLFMP,No
5366-OBVMR,No
8276-MQBYC,Yes
7644-OMVMY,No
7593-XFKDI,Yes
4573-JKNAE,No
0337-CNPZE,Yes
9817-APLHW,No
8380-MQINP,No
0840-DFEZH,No
1513-XNPPH,Yes
8690-ZVLCL,No
6015-VVHHE,Yes
1125-SNVCK,No
0384-LPITE,No
4616-EWBNJ,No
6347-DCUIK,Yes
1335-HQMKX,No
2545-EBUPK,No
6923-AQONU,No
2172-EJXVF,No
0897-FEGMU,Yes
7663-RGWBC,Yes
1120-BMWUB,Yes
9124-LHCJQ,Yes
4536-PLEQY,No
7029-IJEJK,No
8871-JLMHM,No
2235-ZGKPT,Yes
3891-PUQOD,Yes
5447-VYTKW,No
3623-FQBOX,No
0689-NKYLF,Yes
8659-HDIYE,No
3658-KIBGF,Yes
3474-BAFSJ,No
5519-YLDGW,Yes
3865-ZFZIB,No
1855-AGAWH,No
7109-CQYUZ,No
1370-GGAWX,No
4680-KUTAJ,No
5307-UVGNB,No
4946-EDSEW,Yes
2883-ILGWO,No
2516-VQRRV,Yes
7580-UGXNC,Yes
3642-BYHDO,No
9629-NHXFW,No
2696-RZVZW,No
5766-FTRTS,No
0396-HUJBP,No
5178-LMXOP,Yes
8879-ZKJOF,No
6285-FTQBF,No
8185-UPYBR,Yes
4585-HETAI,Yes
7526-BEZQB,Yes
1474-JUWSM,No
3530-CRZSB,No
8498-XXGWA,No
9617-INGJY,No
0621-TSSMU,No
7234-KMNRQ,No
7636-PEPNS,No
4683-WYDOU,No
9052-DHNKM,No
6794-HKIAJ,No
5578-NKCXI,No
1642-HMARX,No
3096-WPXBT,No
8434-PNQZX,No
5950-AAAGJ,No
4299-OPXEJ,No
4951-UKAAQ,Yes
9618-LFJRU,No
6693-DJWTY,No
0744-GKNGE,No
6447-EGDIV,No
1167-OYZJF,No
2108-YKQTY,Yes
4806-DXQCE,No
4918-QLLIW,Yes
7056-IMHCC,Yes
4854-SSLTN,No
5294-DMSFH,No
4837-PZTIC,No
1625-JAIIY,Yes
0603-OLQDC,No
3272-VUHPV,No
4176-FXYBO,No
1063-DHQJF,No
8663-UPDGF,No
6719-FGEDO,No
1837-YQUCE,No
2947-DOMLJ,Yes
4112-LUEIZ,Yes
0369-ZGOVK,No
4510-HIMLV,Yes
9919-KNPOO,No
8749-JMNKX,Yes
7872-BAAZR,No
9391-LMANN,No
2430-USGXP,Yes
8174-TBVCF,No
1698-XFZCI,No
1877-HKBQX,No
4450-DLLMH,No
0428-AXXLJ,No
2746-DIJLO,No
5955-ERIHD,Yes
0917-EZOLA,Yes
3508-VLHCZ,No
4086-ATNFV,No
0468-YRPXN,No
5996-NRVXR,No
3739-YBWAB,No
7047-FWEYA,No
2000-MPKCA,No
9762-YAQAA,No
5949-EBSQK,Yes
5473-KHBPS,No
0100-DUVFC,No
5397-TUPSH,No
8950-MTZNV,No
0326-VDYXE,No
6773-LQTVT,No
7274-RTAPZ,Yes
0436-TWFFZ,No
8566-YPRGL,No
0311-UNPFF,Yes
6609-MXJHJ,No
2669-OIDSD,No
8400-WZICQ,No
3834-XUIFC,Yes
9576-SYUHJ,No
0410-IPFTY,No
2831-EBWRN,No
9430-NKQLY,No
8414-MYSHR,Yes
0247-SLUJI,No
9402-ORRAH,No
6483-OATDN,No
1293-HHSHJ,No
4840-ORQXB,No
7599-FKVXZ,Yes
3982-DQLUS,No
8610-ZIKJJ,No
3756-VNWDH,No
7801-KICAO,No
7673-LPRNY,No
8229-TNIQA,Yes
6060-QBMGV,No
7339-POGZN,No
2828-SLQPF,No
4465-VDKIQ,No
2921-XWDJH,No
6221-AVQYL,Yes
2558-BUOZZ,No
9257-AZMTZ,No
0003-MKNFE,No
0975-UYDTX,No
7743-EXURX,Yes
4682-BLBUC,No
0975-VOOVL,No
5968-VXZLG,No
5569-KGJHX,Yes
4988-IQIGL,Yes
5201-FRKKS,No
9799-CAYJJ,No
7730-IUTDZ,Yes
0426-TIRNE,Yes
5443-SCMKX,No
8295-KMENE,No
6738-ISCBM,No
9821-BESNZ,No
3678-MNGZX,No
1335-NTIUC,No
2916-BQZLN,No
4558-CGYCZ,No
2368-GAKKQ,No
8710-YGLWG,No
3199-XGZCY,No
3785-KTYSH,No
6814-ZPWFQ,No
4063-EIKNQ,No
6993-YCOBK,No
5206-HPJKM,No
7587-RZNME,Yes
0748-RDGGM,Yes
8393-JMVMB,No
5019-GQVCR,No
6036-TTFYU,No
2550-AEVRU,No
0969-RGKCU,No
0378-CJKPV,No
4706-AXVKM,Yes
5889-JTMUL,Yes
9026-RNUJS,Yes
3746-EUBYR,Yes
2332-EFBJY,Yes
2880-FPNAE,No
1703-MGIAB,No
4311-QTTAI,No
9474-PHLYD,Yes
4318-RAJVY,No
2165-VOEGB,Yes
3612-YUNGG,No
2254-DLXRI,No
5062-CJJKH,No
9028-LIHRP,No
2219-MVUSO,Yes
1053-MXTTK,No
1530-ZTDOZ,No
1301-LOPVR,No
0853-TWRVK,No
8914-RBTSB,Yes
6212-ATMLK,No
8200-LGKSR,No
1568-BEKZM,No
0670-ANMUU,No
6897-RWMUB,No
0963-ZBDRN,Yes
7594-RQHXR,Yes
6999-CHVCF,No
6134-KWTBV,No
1077-HUUJM,No
6331-EWIEB,Yes
0895-LNKRC,No
2045-BMBTJ,No
8417-GSODA,No
5171-EPLKN,No
4452-QIIEB,No
5998-VVEJY,Yes
1624-NALOJ,Yes
6741-EGCBI,No
7820-ZYGNY,No
4317-VTEOA,Yes
9677-AVKED,No
1670-SVOWZ,Yes
2227-JRSJX,No
9847-HNVGP,No
6696-YDAYZ,No
8980-WQFWL,No
1730-ZMAME,No
6506-EYCNH,No
4634-JLRJT,No
9501-UKKNL,No
2560-QTSBS,No
7541-YLXCL,Yes
4795-WRNVT,No
6080-TCMYC,No
0260-ZDLGK,Yes
7860-UXCRM,No
6357-JJPQT,No
2292-XQWSV,No
9552-TGUZV,No
5913-INRQV,No
8722-NGNBH,Yes
6210-KBBPI,Yes
9643-YBLUR,No
8734-FNWVH,No
9447-YPTBX,No
0133-BMFZO,Yes
6128-CZOMY,Yes
9540-JYROE,Yes
9026-LHEVG,No
2260-USTRB,Yes
3656-TKRVZ,Yes
7011-CVEUC,No
6185-TASNN,No
7925-PNRGI,No
8623-TMRBY,Yes
1552-CZCLL,No
3038-PQIUY,No
1501-SGHBW,Yes
9313-CDOGY,No
8148-BPLZQ,No
2623-DRYAM,No
9987-LUTYD,No
3208-YPIOE,Yes
4488-KQFDT,No
2612-RANWT,Yes
5693-PIPCS,No
0491-KAPQG,No
1925-LFCZZ,No
8039-EQPIM,No
6900-PXRMS,Yes
8707-RMEZH,No
3346-BRMIS,Yes
3209-ZPKFI,No
6479-VDGRK,No
9373-WSLOY,No
2933-FILNV,Yes
3569-JFODW,No
