age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
47,blue-collar,married,secondary,no,538,no,yes,cellular,19,nov,131,1,-1,0,,no
54,housemaid,married,tertiary,no,440,no,no,cellular,19,nov,89,1,-1,0,,no
36,management,single,tertiary,no,774,no,no,cellular,19,nov,193,2,-1,0,,no
31,technician,married,secondary,no,793,no,no,cellular,19,nov,755,1,-1,0,,no
30,services,single,secondary,no,101,yes,no,cellular,19,nov,85,2,-1,0,,no
57,self-employed,married,secondary,no,11494,no,no,cellular,19,nov,198,1,-1,0,,no
34,management,divorced,tertiary,no,0,yes,no,cellular,19,nov,1283,1,-1,0,,no
56,admin.,married,secondary,no,33,no,yes,cellular,19,nov,111,1,-1,0,,no
35,unemployed,married,tertiary,no,816,yes,no,cellular,19,nov,547,7,-1,0,,no
46,entrepreneur,married,secondary,no,3317,no,no,cellular,19,nov,231,2,-1,0,,no
33,blue-collar,married,tertiary,no,6138,yes,no,cellular,19,nov,384,1,183,1,failure,no
50,admin.,divorced,primary,no,8583,yes,no,cellular,19,nov,59,1,-1,0,,no
46,unemployed,divorced,secondary,no,3354,yes,no,cellular,19,nov,522,1,174,1,success,yes
34,entrepreneur,married,tertiary,no,4028,no,no,cellular,19,nov,98,1,-1,0,,no
35,entrepreneur,single,secondary,no,866,yes,no,cellular,19,nov,147,1,-1,0,,no
33,self-employed,single,secondary,no,4,yes,no,cellular,19,nov,136,2,180,2,failure,no
53,management,married,tertiary,no,7249,yes,yes,cellular,19,nov,350,1,-1,0,,no
37,services,married,secondary,no,523,yes,no,telephone,19,nov,21,1,-1,0,,no
49,admin.,married,secondary,no,1697,yes,no,cellular,19,nov,236,1,-1,0,,no
32,services,married,secondary,no,264,yes,yes,cellular,19,nov,1502,1,-1,0,,yes
43,blue-collar,married,primary,no,12618,yes,no,cellular,19,nov,25,1,-1,0,,no
34,housemaid,married,tertiary,no,4958,yes,no,cellular,19,nov,175,1,183,1,failure,no
33,management,single,tertiary,no,1998,no,no,cellular,19,nov,570,1,-1,0,,no
32,self-employed,single,tertiary,no,1249,yes,no,cellular,19,nov,472,1,-1,0,,yes
36,self-employed,married,tertiary,no,16430,yes,no,cellular,19,nov,234,1,166,3,failure,no
52,self-employed,divorced,secondary,no,1291,yes,no,cellular,19,nov,559,1,169,2,failure,no
57,blue-collar,married,secondary,no,5935,yes,yes,cellular,19,nov,90,2,198,1,failure,no
33,unemployed,married,secondary,yes,-108,yes,yes,cellular,19,nov,286,3,-1,0,,no
32,services,single,primary,no,-56,no,yes,cellular,19,nov,418,1,-1,0,,no
41,management,married,tertiary,no,217,no,no,cellular,19,nov,328,1,-1,0,,no
56,self-employed,married,tertiary,yes,0,no,no,cellular,19,nov,122,1,-1,0,,no
38,blue-collar,married,primary,no,2240,yes,no,cellular,19,nov,551,1,183,1,failure,no
50,admin.,married,secondary,no,167,no,yes,cellular,19,nov,47,1,133,1,failure,no
54,,divorced,tertiary,no,2272,yes,no,telephone,19,nov,88,1,189,1,failure,no
33,admin.,divorced,secondary,no,1762,yes,no,cellular,19,nov,146,2,-1,0,,no
42,management,single,tertiary,no,3445,no,no,cellular,19,nov,1662,3,-1,0,,no
34,management,married,tertiary,no,1006,yes,no,cellular,19,nov,783,3,195,2,other,yes
33,technician,married,secondary,no,0,yes,yes,cellular,19,nov,163,2,-1,0,,no
47,management,divorced,tertiary,no,6333,yes,no,telephone,19,nov,498,4,-1,0,,no
31,student,single,,no,2144,yes,no,cellular,19,nov,282,2,-1,0,,no
35,management,married,tertiary,no,376,no,no,cellular,19,nov,223,4,-1,0,,no
44,entrepreneur,married,secondary,no,6649,yes,no,cellular,19,nov,354,2,-1,0,,no
30,management,married,tertiary,no,2451,yes,no,cellular,19,nov,191,2,175,1,failure,no
54,retired,married,secondary,no,2626,no,no,cellular,19,nov,221,2,190,2,failure,no
31,student,single,secondary,no,93,no,no,cellular,19,nov,584,2,-1,0,,no
42,management,divorced,tertiary,no,16,no,no,cellular,19,nov,140,3,-1,0,,no
47,blue-collar,married,secondary,no,3696,yes,no,cellular,19,nov,635,3,170,2,failure,no
54,management,married,tertiary,no,17008,no,no,cellular,19,nov,151,2,-1,0,,no
59,retired,divorced,secondary,no,21,yes,no,telephone,19,nov,121,2,-1,0,,no
54,management,married,tertiary,no,0,no,yes,cellular,19,nov,307,3,-1,0,,no
45,management,married,tertiary,no,7154,yes,no,cellular,19,nov,93,3,111,3,failure,no
55,entrepreneur,divorced,tertiary,no,372,yes,no,cellular,19,nov,225,5,-1,0,,no
42,blue-collar,married,primary,no,792,yes,yes,cellular,19,nov,611,2,175,12,other,no
57,retired,divorced,tertiary,no,3875,no,no,cellular,19,nov,130,2,-1,0,,no
35,self-employed,single,secondary,no,951,yes,no,cellular,19,nov,220,2,-1,0,,no
32,management,single,tertiary,no,586,yes,no,cellular,19,nov,158,4,-1,0,,no
50,self-employed,single,secondary,no,0,yes,no,telephone,19,nov,590,2,-1,0,,no
42,admin.,married,secondary,no,529,yes,yes,cellular,19,nov,193,3,-1,0,,no
31,management,single,tertiary,no,8436,yes,no,cellular,19,nov,162,2,-1,0,,no
30,unemployed,married,secondary,yes,19,no,no,cellular,19,nov,186,5,-1,0,,no
36,management,married,tertiary,no,9269,yes,yes,cellular,19,nov,107,2,-1,0,,no
56,management,married,tertiary,no,0,no,no,cellular,19,nov,844,2,-1,0,,no
31,admin.,divorced,secondary,no,525,no,yes,telephone,19,nov,278,7,-1,0,,no
37,technician,married,secondary,no,5287,yes,yes,cellular,19,nov,599,4,100,2,failure,no
54,admin.,divorced,secondary,no,459,no,yes,telephone,20,nov,132,3,-1,0,,no
52,management,divorced,tertiary,no,427,no,yes,telephone,20,nov,36,3,-1,0,,no
38,entrepreneur,married,tertiary,no,898,yes,no,cellular,20,nov,80,5,198,2,failure,no
40,blue-collar,married,secondary,no,1039,yes,no,cellular,20,nov,57,2,-1,0,,no
41,blue-collar,divorced,secondary,no,927,yes,no,cellular,20,nov,343,2,-1,0,,no
36,admin.,single,secondary,no,10041,yes,no,cellular,20,nov,91,2,184,1,other,no
32,unemployed,single,primary,no,911,no,yes,cellular,20,nov,42,7,-1,0,,no
44,housemaid,single,secondary,no,299,no,no,cellular,20,nov,186,1,-1,0,,no
32,technician,married,secondary,no,344,yes,no,cellular,20,nov,179,1,197,1,failure,no
33,management,single,secondary,no,20600,no,no,cellular,20,nov,125,1,-1,0,,no
54,entrepreneur,divorced,tertiary,no,20527,no,no,telephone,20,nov,66,1,-1,0,,no
49,self-employed,divorced,secondary,no,-478,yes,yes,cellular,20,nov,291,1,-1,0,,no
35,technician,married,secondary,no,0,no,no,cellular,20,nov,251,1,-1,0,,no
49,management,married,tertiary,no,852,yes,no,cellular,20,nov,408,1,-1,0,,no
59,retired,married,secondary,no,667,no,no,cellular,20,nov,486,1,-1,0,,no
30,blue-collar,married,primary,no,5956,yes,yes,cellular,20,nov,405,1,139,1,failure,no
32,services,single,tertiary,no,945,no,no,cellular,20,nov,531,1,-1,0,,yes
35,management,single,tertiary,no,1379,no,no,cellular,20,nov,370,1,-1,0,,no
34,self-employed,single,tertiary,no,6,no,no,cellular,20,nov,501,2,-1,0,,no
34,technician,single,tertiary,no,9851,yes,no,cellular,20,nov,128,5,-1,0,,no
40,housemaid,divorced,secondary,no,1194,yes,no,cellular,20,nov,99,2,-1,0,,no
40,technician,single,secondary,no,572,no,no,cellular,20,nov,67,1,91,2,failure,no
33,technician,married,tertiary,no,15169,yes,no,cellular,20,nov,103,1,-1,0,,no
35,management,divorced,tertiary,no,141,no,yes,cellular,20,nov,728,1,-1,0,,yes
38,blue-collar,married,secondary,no,6994,yes,no,cellular,20,nov,150,2,-1,0,,no
41,management,married,tertiary,no,-195,no,yes,cellular,20,nov,112,1,-1,0,,no
55,self-employed,married,secondary,no,2408,no,no,telephone,20,nov,172,1,-1,0,,no
59,retired,married,secondary,no,11,no,no,cellular,20,nov,318,2,-1,0,,no
50,blue-collar,divorced,primary,no,1545,yes,no,cellular,20,nov,25,1,-1,0,,no
40,management,married,primary,no,214,yes,no,cellular,20,nov,59,4,-1,0,,no
42,entrepreneur,married,secondary,no,0,yes,no,cellular,20,nov,73,4,-1,0,,no
51,admin.,married,secondary,no,3736,no,no,cellular,20,nov,92,1,-1,0,,no
55,blue-collar,married,,no,2691,yes,no,cellular,20,nov,278,1,104,2,other,no
30,services,divorced,secondary,no,341,yes,no,cellular,20,nov,478,1,-1,0,,yes
33,blue-collar,single,secondary,no,2945,no,no,cellular,20,nov,91,1,-1,0,,no
30,services,married,secondary,no,586,yes,no,cellular,20,nov,148,6,176,4,failure,no
33,self-employed,single,tertiary,no,9670,no,no,cellular,20,nov,204,1,-1,0,,no
49,entrepreneur,married,tertiary,no,893,no,no,cellular,20,nov,74,1,-1,0,,no
32,blue-collar,married,secondary,no,0,yes,no,cellular,20,nov,189,1,170,1,other,no
35,blue-collar,married,secondary,no,450,no,no,cellular,20,nov,95,2,-1,0,,no
48,services,divorced,secondary,no,4906,yes,no,cellular,20,nov,200,1,190,1,failure,no
45,admin.,divorced,secondary,no,8032,no,no,cellular,20,nov,73,1,-1,0,,no
33,entrepreneur,married,primary,no,2339,yes,yes,cellular,20,nov,220,1,-1,0,,no
40,management,married,tertiary,no,196,yes,no,cellular,20,nov,40,1,-1,0,,no
38,management,divorced,tertiary,no,4335,yes,no,cellular,20,nov,640,1,-1,0,,no
35,blue-collar,married,secondary,no,5304,yes,no,cellular,20,nov,340,1,183,2,failure,no
47,services,married,secondary,no,1315,no,no,cellular,20,nov,329,4,-1,0,,yes
32,services,married,secondary,no,11512,yes,no,cellular,20,nov,301,1,183,1,failure,no
49,self-employed,married,primary,no,5711,no,no,cellular,20,nov,89,1,-1,0,,no
39,admin.,single,secondary,no,782,yes,no,cellular,20,nov,162,3,-1,0,,no
47,technician,married,tertiary,no,-744,yes,yes,cellular,20,nov,1256,1,-1,0,,no
39,blue-collar,single,primary,no,3384,yes,no,telephone,20,nov,39,1,-1,0,,no
31,self-employed,single,secondary,no,1086,no,no,cellular,20,nov,410,1,-1,0,,no
41,blue-collar,single,secondary,no,98,no,yes,cellular,20,nov,180,1,122,6,failure,no
46,technician,married,tertiary,no,0,no,no,cellular,20,nov,531,1,167,1,failure,yes
57,retired,married,secondary,no,3815,no,no,telephone,20,nov,90,2,-1,0,,no
55,technician,married,secondary,no,361,yes,yes,cellular,20,nov,292,2,-1,0,,no
36,unemployed,married,secondary,no,-872,yes,yes,cellular,20,nov,153,1,183,1,failure,no
30,services,married,secondary,no,3929,yes,no,cellular,20,nov,593,1,-1,0,,yes
44,services,married,secondary,no,-289,no,yes,cellular,20,nov,487,1,118,1,other,no
30,blue-collar,married,secondary,no,399,no,yes,cellular,20,nov,282,2,-1,0,,no
50,management,married,secondary,yes,421,no,no,cellular,20,nov,22,5,-1,0,,no
49,self-employed,married,tertiary,no,2143,no,no,cellular,20,nov,226,3,-1,0,,no
46,technician,single,tertiary,no,628,no,no,cellular,20,nov,454,5,-1,0,,no
44,admin.,single,secondary,no,10386,yes,no,cellular,20,nov,95,1,-1,0,,no
42,services,married,secondary,no,2145,no,no,cellular,20,nov,124,3,-1,0,,no
42,blue-collar,single,secondary,no,985,no,no,cellular,20,nov,141,2,-1,0,,no
39,blue-collar,single,secondary,no,369,no,yes,cellular,20,nov,224,1,-1,0,,no
32,services,single,secondary,no,2478,no,yes,cellular,20,nov,395,1,-1,0,,no
33,technician,divorced,secondary,no,557,yes,no,cellular,20,nov,89,1,91,1,failure,no
42,services,married,secondary,no,6754,no,yes,cellular,20,nov,81,2,-1,0,,no
38,entrepreneur,married,secondary,no,868,no,no,cellular,20,nov,452,2,-1,0,,no
47,blue-collar,married,secondary,no,5041,no,no,cellular,20,nov,184,1,-1,0,,no
33,technician,single,tertiary,no,3827,no,no,cellular,20,nov,359,1,-1,0,,no
32,blue-collar,married,secondary,no,10142,yes,no,cellular,20,nov,249,1,-1,0,,no
30,blue-collar,single,secondary,no,7773,yes,no,cellular,20,nov,705,1,-1,0,,yes
34,admin.,single,secondary,no,2677,yes,no,cellular,20,nov,259,1,-1,0,,no
51,blue-collar,married,secondary,no,575,no,yes,cellular,20,nov,168,1,-1,0,,no
37,entrepreneur,married,tertiary,no,836,yes,no,cellular,20,nov,223,1,177,2,failure,no
48,management,married,tertiary,no,1348,no,no,cellular,20,nov,124,1,-1,0,,no
34,management,single,tertiary,no,3035,no,no,cellular,20,nov,1166,1,-1,0,,no
30,management,single,tertiary,no,1456,yes,no,cellular,20,nov,227,1,-1,0,,no
34,admin.,single,tertiary,no,5007,yes,no,cellular,20,nov,51,1,-1,0,,no
34,technician,single,tertiary,no,2283,no,no,cellular,20,nov,790,1,-1,0,,no
49,management,single,tertiary,no,4465,yes,no,cellular,20,nov,72,2,-1,0,,no
31,admin.,married,secondary,no,9911,no,no,cellular,20,nov,604,1,-1,0,,no
31,self-employed,single,tertiary,yes,-282,yes,no,cellular,20,nov,131,3,-1,0,,no
40,unemployed,divorced,secondary,no,452,no,no,cellular,20,nov,98,1,-1,0,,no
33,student,single,tertiary,no,3404,yes,no,cellular,20,nov,105,2,171,3,failure,no
51,entrepreneur,married,tertiary,no,6659,yes,yes,cellular,20,nov,191,2,189,1,failure,no
35,admin.,single,secondary,no,0,yes,yes,telephone,20,nov,61,3,-1,0,,no
33,management,single,tertiary,no,4409,no,no,cellular,20,nov,92,2,-1,0,,no
33,self-employed,married,tertiary,no,631,no,no,cellular,20,nov,51,2,-1,0,,no
54,management,married,secondary,no,1660,no,no,cellular,20,nov,337,3,-1,0,,no
39,services,divorced,secondary,no,1957,yes,yes,cellular,20,nov,47,1,-1,0,,no
38,admin.,single,secondary,no,-23,no,no,cellular,20,nov,48,2,-1,0,,no
49,blue-collar,single,primary,no,3710,yes,no,telephone,20,nov,107,2,-1,0,,no
34,management,single,tertiary,no,11350,yes,no,cellular,20,nov,159,1,-1,0,,no
40,management,divorced,tertiary,no,9541,no,no,cellular,20,nov,128,2,189,1,failure,no
51,entrepreneur,married,secondary,no,653,yes,no,cellular,20,nov,16,9,112,37,other,no
38,management,married,tertiary,no,0,yes,no,telephone,20,nov,25,2,-1,0,,no
43,management,married,tertiary,no,2886,no,no,cellular,20,nov,230,1,-1,0,,no
31,unemployed,married,primary,no,3837,no,no,cellular,20,nov,340,1,-1,0,,no
37,self-employed,single,secondary,no,4894,no,no,cellular,20,nov,240,1,-1,0,,no
49,technician,married,tertiary,no,8422,yes,no,cellular,20,nov,166,3,-1,0,,no
37,blue-collar,divorced,secondary,no,33,yes,no,cellular,20,nov,106,2,167,1,failure,no
40,blue-collar,married,secondary,no,3765,yes,no,cellular,20,nov,87,2,-1,0,,no
37,management,married,tertiary,no,9895,yes,no,cellular,20,nov,352,3,-1,0,,no
33,technician,married,tertiary,no,145,yes,no,cellular,20,nov,262,3,-1,0,,no
53,blue-collar,single,primary,no,7724,no,no,cellular,20,nov,196,2,-1,0,,no
34,management,married,tertiary,no,1433,no,no,cellular,20,nov,111,3,104,3,failure,no
30,management,married,secondary,no,3817,yes,no,cellular,20,nov,104,5,-1,0,,no
47,management,married,tertiary,no,437,yes,no,cellular,20,nov,133,4,-1,0,,no
31,blue-collar,married,primary,no,389,yes,no,cellular,20,nov,198,2,-1,0,,no
30,blue-collar,divorced,primary,no,511,yes,no,cellular,20,nov,157,3,-1,0,,no
35,technician,married,secondary,no,1546,yes,no,cellular,20,nov,148,4,-1,0,,no
41,blue-collar,married,primary,no,2585,no,no,telephone,20,nov,159,2,-1,0,,no
42,technician,married,secondary,no,8899,yes,no,cellular,20,nov,75,2,-1,0,,no
37,unemployed,married,primary,no,3051,yes,no,cellular,20,nov,303,4,-1,0,,no
34,blue-collar,married,primary,no,1524,yes,no,cellular,20,nov,57,3,-1,0,,no
32,technician,single,tertiary,no,2185,no,no,cellular,20,nov,354,2,-1,0,,no
59,technician,married,secondary,no,2034,no,no,cellular,20,nov,218,2,-1,0,,no
30,entrepreneur,married,secondary,no,392,yes,no,cellular,20,nov,117,3,-1,0,,no
34,services,married,secondary,no,1611,no,yes,telephone,20,nov,197,7,-1,0,,no
53,blue-collar,divorced,primary,no,1480,yes,no,cellular,20,nov,95,2,-1,0,,no
31,entrepreneur,married,secondary,no,7518,yes,no,cellular,20,nov,332,3,-1,0,,no
51,blue-collar,married,primary,no,5206,yes,no,cellular,20,nov,168,3,-1,0,,no
47,self-employed,married,secondary,no,2830,yes,no,telephone,20,nov,713,6,-1,0,,no
34,admin.,single,secondary,no,4436,yes,no,cellular,20,nov,292,2,178,6,failure,no
32,blue-collar,single,secondary,no,5252,yes,no,cellular,20,nov,232,2,183,2,failure,no
51,admin.,married,secondary,no,4178,yes,no,cellular,20,nov,167,4,174,1,failure,no
56,technician,single,secondary,no,1437,yes,no,cellular,20,nov,367,8,-1,0,,no
52,management,married,tertiary,no,7900,yes,no,cellular,20,nov,90,2,-1,0,,no
38,management,married,tertiary,no,1021,no,no,cellular,20,nov,87,3,-1,0,,no
31,entrepreneur,single,tertiary,no,38,no,no,cellular,20,nov,185,2,-1,0,,no
34,management,married,tertiary,no,19391,no,no,cellular,20,nov,391,2,-1,0,,no
48,services,married,secondary,no,485,yes,no,cellular,21,nov,254,5,-1,0,,no
36,management,married,tertiary,no,14462,yes,no,cellular,21,nov,10,5,-1,0,,no
52,management,married,tertiary,no,4173,no,yes,cellular,21,nov,159,2,-1,0,,no
37,admin.,single,secondary,no,1560,yes,no,cellular,21,nov,67,1,163,2,failure,no
50,blue-collar,married,primary,no,12519,yes,no,cellular,21,nov,615,3,34,1,failure,yes
36,management,married,tertiary,no,4069,no,no,cellular,21,nov,517,1,-1,0,,yes
33,blue-collar,married,primary,yes,0,yes,no,cellular,21,nov,675,1,-1,0,,no
30,admin.,married,secondary,no,5220,yes,no,cellular,21,nov,108,1,-1,0,,no
30,management,single,secondary,no,8101,yes,no,cellular,21,nov,49,1,-1,0,,no
49,management,married,tertiary,no,436,no,no,cellular,21,nov,215,1,-1,0,,no
41,management,single,tertiary,no,1982,no,no,cellular,21,nov,558,1,-1,0,,yes
30,management,single,tertiary,no,485,yes,no,cellular,21,nov,89,2,-1,0,,no
31,blue-collar,married,primary,no,2198,no,no,cellular,21,nov,423,2,172,2,failure,no
46,self-employed,married,,no,-257,no,no,cellular,21,nov,104,1,189,2,failure,no
31,blue-collar,single,secondary,no,23,no,no,cellular,21,nov,116,1,-1,0,,no
44,technician,single,secondary,no,1548,yes,no,cellular,21,nov,62,6,-1,0,,no
32,unemployed,single,secondary,no,2706,no,no,cellular,21,nov,462,3,-1,0,,no
44,unemployed,single,,no,3938,yes,no,cellular,21,nov,200,1,-1,0,,no
37,housemaid,divorced,secondary,no,1040,yes,no,cellular,21,nov,567,1,184,1,other,no
38,management,single,tertiary,no,8669,yes,no,telephone,21,nov,228,6,-1,0,,no
52,housemaid,married,secondary,no,1752,no,yes,telephone,21,nov,346,4,123,8,failure,no
33,management,divorced,tertiary,no,47,no,no,cellular,21,nov,86,3,-1,0,,no
31,admin.,single,secondary,no,3950,yes,no,cellular,21,nov,529,1,-1,0,,yes
31,self-employed,married,tertiary,no,5,yes,yes,cellular,21,nov,635,1,135,2,failure,yes
50,technician,married,tertiary,no,267,yes,no,cellular,21,nov,30,1,-1,0,,no
50,self-employed,divorced,tertiary,no,1390,no,no,cellular,21,nov,55,2,-1,0,,no
35,technician,married,tertiary,no,202,no,no,cellular,21,nov,175,1,-1,0,,no
42,management,single,tertiary,yes,0,yes,no,cellular,21,nov,824,1,-1,0,,yes
30,blue-collar,single,primary,no,395,no,no,cellular,21,nov,429,1,-1,0,,no
33,blue-collar,single,secondary,no,5739,yes,yes,cellular,21,nov,374,1,-1,0,,no
32,management,single,tertiary,no,3050,yes,no,cellular,21,nov,58,1,182,1,failure,no
49,unemployed,married,secondary,no,13818,no,no,cellular,21,nov,201,1,113,2,failure,no
34,management,single,tertiary,no,3679,yes,no,cellular,21,nov,146,1,101,1,failure,no
32,services,married,secondary,no,8043,yes,no,cellular,21,nov,202,1,-1,0,,no
52,technician,married,secondary,no,230,yes,yes,cellular,21,nov,89,4,-1,0,,no
31,technician,married,tertiary,no,5119,no,no,cellular,21,nov,74,1,-1,0,,no
44,management,divorced,,no,1784,no,yes,cellular,21,nov,279,1,-1,0,,no
57,management,married,tertiary,no,372,no,no,cellular,21,nov,553,3,-1,0,,yes
41,services,single,secondary,no,92,no,no,cellular,21,nov,372,1,-1,0,,yes
40,admin.,married,primary,no,72,yes,yes,cellular,21,nov,849,1,-1,0,,yes
46,self-employed,married,primary,no,3155,yes,no,cellular,21,nov,271,1,-1,0,,no
57,services,married,secondary,no,6,no,no,cellular,21,nov,1182,1,-1,0,,no
57,management,married,tertiary,no,17118,yes,no,cellular,21,nov,102,1,-1,0,,no
32,management,single,tertiary,no,1344,no,yes,cellular,21,nov,63,1,-1,0,,no
35,services,single,secondary,no,1354,no,yes,cellular,21,nov,278,6,-1,0,,no
56,blue-collar,married,secondary,no,2583,no,no,cellular,21,nov,70,1,-1,0,,no
45,management,married,secondary,yes,237,yes,no,cellular,21,nov,526,1,-1,0,,no
39,technician,married,secondary,no,0,yes,yes,cellular,21,nov,83,1,-1,0,,no
40,technician,married,secondary,no,372,yes,no,cellular,21,nov,365,1,100,2,failure,no
46,self-employed,married,primary,no,2747,no,no,cellular,21,nov,162,2,-1,0,,no
50,admin.,married,secondary,no,231,yes,no,cellular,21,nov,397,2,-1,0,,no
54,blue-collar,married,primary,no,836,yes,no,telephone,21,nov,312,1,130,3,other,no
57,services,married,secondary,no,8266,yes,no,telephone,21,nov,162,1,-1,0,,no
34,blue-collar,married,secondary,no,328,yes,yes,cellular,21,nov,18,7,-1,0,,no
39,technician,single,secondary,no,-529,yes,no,cellular,21,nov,18,5,-1,0,,no
55,technician,married,,no,1393,yes,yes,telephone,21,nov,55,5,-1,0,,no
42,admin.,single,secondary,no,2095,yes,no,cellular,21,nov,752,3,-1,0,,no
42,management,married,tertiary,no,6080,no,no,cellular,21,nov,98,3,-1,0,,no
55,admin.,married,primary,no,319,no,no,cellular,21,nov,124,3,-1,0,,no
40,management,married,secondary,no,752,no,yes,cellular,21,nov,456,1,157,1,failure,no
30,services,single,secondary,no,190,no,no,cellular,21,nov,312,1,-1,0,,no
30,housemaid,single,secondary,no,358,yes,no,cellular,21,nov,45,2,-1,0,,no
31,technician,single,secondary,no,13,no,no,cellular,21,nov,208,1,-1,0,,no
45,technician,married,tertiary,no,-525,no,yes,cellular,21,nov,980,2,-1,0,,yes
32,admin.,married,tertiary,no,0,yes,no,cellular,21,nov,102,1,-1,0,,no
43,services,married,primary,no,-88,yes,yes,cellular,21,nov,94,2,-1,0,,no
59,management,married,secondary,no,42,no,no,cellular,21,nov,40,1,-1,0,,no
38,admin.,married,secondary,no,505,yes,yes,cellular,21,nov,119,1,157,2,failure,no
32,management,single,tertiary,no,1716,no,no,cellular,21,nov,157,4,-1,0,,no
57,admin.,married,secondary,no,3944,no,no,cellular,21,nov,36,2,-1,0,,no
30,student,single,tertiary,no,2766,no,no,cellular,21,nov,834,1,-1,0,,yes
53,technician,married,secondary,no,1835,yes,no,cellular,21,nov,184,2,-1,0,,no
33,entrepreneur,married,tertiary,no,87,yes,yes,cellular,21,nov,141,4,-1,0,,no
31,entrepreneur,divorced,secondary,no,82,no,no,telephone,21,nov,114,5,-1,0,,no
34,management,married,tertiary,no,2594,yes,no,cellular,21,nov,161,3,-1,0,,no
30,student,single,tertiary,no,3300,no,no,cellular,21,nov,1571,1,-1,0,,yes
39,entrepreneur,married,secondary,no,0,no,no,cellular,21,nov,108,7,-1,0,,no
48,admin.,single,secondary,no,0,no,yes,telephone,21,nov,47,2,-1,0,,no
50,services,married,secondary,no,57435,yes,no,cellular,21,nov,319,3,-1,0,,no
32,self-employed,single,tertiary,no,-98,no,yes,cellular,21,nov,157,2,-1,0,,no
30,admin.,single,secondary,no,105,yes,no,cellular,21,nov,75,1,-1,0,,no
42,management,married,tertiary,no,36,no,no,cellular,21,nov,664,3,-1,0,,yes
33,management,married,tertiary,no,418,yes,no,cellular,21,nov,159,1,-1,0,,no
41,management,married,primary,no,102,yes,yes,cellular,21,nov,188,1,-1,0,,no
57,technician,divorced,secondary,no,2352,yes,no,cellular,21,nov,757,2,-1,0,,no
49,management,married,tertiary,no,22520,no,no,cellular,21,nov,579,9,-1,0,,yes
59,unemployed,single,primary,no,7724,no,no,cellular,21,nov,373,3,-1,0,,yes
31,admin.,single,secondary,no,144,yes,no,cellular,21,nov,51,2,140,11,failure,no
59,blue-collar,married,secondary,no,10054,no,no,cellular,21,nov,175,3,100,6,failure,no
32,entrepreneur,married,,no,73,yes,no,cellular,21,nov,158,1,135,1,failure,no
45,blue-collar,married,secondary,no,3169,no,no,cellular,21,nov,39,1,-1,0,,no
38,management,married,secondary,no,16236,yes,no,cellular,21,nov,139,3,-1,0,,no
57,housemaid,divorced,primary,no,492,no,no,telephone,21,nov,181,2,-1,0,,no
37,services,single,secondary,no,105,no,yes,cellular,21,nov,197,2,157,4,failure,no
31,services,married,secondary,no,490,yes,no,cellular,21,nov,394,5,179,2,other,no
44,blue-collar,married,secondary,no,376,yes,no,cellular,21,nov,61,4,-1,0,,no
34,management,married,tertiary,no,5195,no,no,cellular,21,nov,25,3,-1,0,,no
34,entrepreneur,single,secondary,no,318,yes,no,cellular,21,nov,36,2,-1,0,,no
50,retired,married,secondary,no,1047,no,no,cellular,21,nov,98,5,-1,0,,no
36,blue-collar,married,secondary,no,3463,yes,no,telephone,21,nov,29,4,-1,0,,no
59,management,married,,no,3534,no,no,cellular,21,nov,216,4,-1,0,,no
30,services,married,secondary,no,0,yes,no,cellular,21,nov,681,4,-1,0,,yes
49,admin.,divorced,secondary,no,1320,no,no,cellular,21,nov,129,2,-1,0,,no
31,management,married,tertiary,no,477,yes,no,cellular,21,nov,77,5,-1,0,,no
58,management,married,tertiary,no,1602,no,no,cellular,21,nov,1032,10,115,3,failure,no
41,self-employed,divorced,tertiary,no,4418,yes,no,cellular,21,nov,855,3,-1,0,,no
49,management,married,tertiary,no,2147,no,no,cellular,21,nov,123,2,-1,0,,no
42,management,divorced,secondary,no,764,no,yes,cellular,21,nov,127,3,-1,0,,no
33,blue-collar,divorced,secondary,no,744,yes,no,cellular,21,nov,59,3,-1,0,,no
35,entrepreneur,single,primary,no,5,no,no,cellular,21,nov,140,3,-1,0,,no
33,admin.,single,secondary,no,1834,yes,no,cellular,21,nov,11,2,-1,0,,no
38,housemaid,divorced,tertiary,no,4312,no,no,cellular,21,nov,407,4,182,2,other,no
50,management,married,tertiary,no,4374,yes,no,cellular,21,nov,163,2,113,3,failure,no
42,blue-collar,married,primary,no,-571,yes,yes,telephone,21,nov,136,2,179,4,failure,no
30,self-employed,married,tertiary,no,1036,yes,yes,cellular,21,nov,82,2,-1,0,,no
33,entrepreneur,married,secondary,no,3140,yes,yes,cellular,21,nov,7,5,-1,0,,no
37,blue-collar,married,primary,no,1322,yes,no,cellular,21,nov,14,8,185,1,other,no
52,services,married,primary,no,2618,yes,no,cellular,21,nov,73,2,-1,0,,no
42,self-employed,divorced,secondary,no,484,yes,no,cellular,21,nov,321,3,127,3,failure,no
41,management,married,tertiary,no,4063,yes,no,cellular,21,nov,110,2,-1,0,,no
58,entrepreneur,married,secondary,no,0,no,yes,cellular,21,nov,56,2,-1,0,,no
48,management,married,tertiary,no,7825,no,no,telephone,21,nov,77,5,-1,0,,no
37,admin.,single,secondary,no,1097,yes,no,cellular,21,nov,1555,2,-1,0,,yes
47,housemaid,married,tertiary,no,333,no,no,telephone,21,nov,8,5,137,1,failure,no
